"Prebivalstvo - izbrani kazalniki, obèine in naselja, Slovenija, letno"

"OBÈINA/NASELJE"	"2024 Prebivalstvo - SKUPAJ"
"130211 Zagorica pri Dobrnièu"	70
"130212 Zagorica pri Velikem Gabru"	259
"130214 Zavrh"	2
"130215 Zidani Most"	53
"130216 Žabjek"	24
"130217 Železno"	64
"130218 Žubina"	124
"130222 Gorica na Medvedjeku"	5
"130223 Vejar"	293
"131 TRŽIÈ"	15120
"131001 Bistrica pri Tržièu"	2724
"131002 Brdo"	32
"131003 Breg ob Bistrici"	65
"131004 Brezje pri Tržièu"	365
"131005 Èadovlje pri Tržièu"	72
"131006 Dolina"	74
"131007 Gozd"	31
"131008 Grahovše"	138
"131009 Hudi Graben"	46
"131010 Hudo"	37
"131011 Hušica"	6
"131012 Jelendol"	114
"131013 Kovor"	848
"131014 Križe"	891
"131015 Leše"	207
"131016 Loka"	357
"131017 Lom pod Storžièem"	360
"131018 Novake"	14
"131019 Palovièe"	84
"131020 Podljubelj"	922
"131021 Popovo"	19
"131022 Potarje"	91
"131023 Pristava"	879
"131024 Retnje"	291
"131025 Roèevnica"	551
"131026 Sebenje"	426
"131027 Senièno"	322
"131028 Slap"	172
"131029 Spodnje Vetrno"	69
"131030 Tržiè"	3821
"131031 Vadièe"	21
"131032 Visoèe"	89
"131033 Zgornje Vetrno"	67
"131034 Zvirèe"	414
"131035 Žiganja vas"	501
"132 TURNIŠÈE"	3123
"132001 Gomilica"	593
"132002 Nedelica"	541
"132003 Renkovci"	601
"132004 Turnišèe"	1388
"133 VELENJE"	33775
"133001 Arnaèe"	340
"133002 Bevèe"	503
"133003 Èrnova"	414
"133004 Hrastovec"	338
"133005 Janškovo selo"	192
"133006 Kavèe"	580
"133007 Laze"	412
"133008 Lipje"	462
"133009 Lopatnik"	56
"133010 Lopatnik pri Velenju"	66
"133011 Ložnica"	189
"133012 Paka pri Velenju"	503
"133013 Paški Kozjak"	272
"133014 Pirešica"	175
"133015 Plešivec"	430
"133016 Podgorje"	177
"133017 Podkraj pri Velenju"	921
"133018 Prelska"	249
"133019 Silova"	198
"133020 Šenbric"	166
"133021 Škale"	925
"133022 Škalske Cirkovce"	172
"133023 Šmartinske Cirkovce"	78
"133024 Velenje"	25473
"133025 Vinska Gora"	484
"134 VELIKE LAŠÈE"	4537
"134001 Adamovo"	10
"134002 Bane"	0
"134003 Bavdek"	32
"134004 Borovec pri Karlovici"	7
"134005 Boštetje"	10
"134006 Brankovo"	21
"134007 Brlog - del"	7
"134008 Bukovec"	4
"134009 Centa"	17
"134010 Èetež pri Turjaku"	29
"134011 Dednik"	18
"134012 Dolenje Kališèe"	0
"134013 Dolnje Retje"	64
"134014 Dolšèaki"	84
"134015 Dvorska vas"	126
"134016 Gorenje Kališèe"	5
"134017 Gornje Retje"	24
"134018 Gradež"	294
"134019 Gradišèe"	21
"134020 Grm"	18
"134021 Hlebèe"	36
"134022 Hrustovo"	40
"134023 Jakièevo"	29
"134024 Javorje"	13
"134025 Kaplanovo"	25
"134026 Karlovica"	39
"134027 Knej"	45
"134028 Kot pri Veliki Slevici"	10
"134029 Krkovo pri Karlovici"	15
"134030 Krvava Peè"	20
"134031 Kukmaka"	78
"134032 Laporje"	46
"134033 Laze"	19
"134034 Logarji"	32
"134035 Lužarji"	12
"134036 Maèki"	18
"134037 Mala Slevica"	199
"134038 Male Lašèe"	290
"134039 Mali Loènik"	61
"134040 Mali Osolnik"	55
"134041 Marinèki"	21
"134042 Medvedjek"	13
"134043 Mohorje"	13
"134044 Naredi"	21
"134045 Opalkovo"	33
"134046 Osredek"	58
"134047 Peèki"	18
"134048 Plosovo"	7
"134049 Podhojni Hrib"	29
"134050 Podkogelj"	14
"134051 Podkraj"	19
"134052 Podlog"	41
"134053 Podsmreka pri Velikih Lašèah"	32
"134054 Podstrmec"	24
"134055 Podulaka"	46
"134056 Podžaga"	14
"134057 Polzelo"	1
"134058 Poznikovo"	25
"134059 Prazniki"	18
"134060 Prhajevo"	15
"134061 Prilesje"	67
"134062 Purkaèe"	21
"134063 Pušèe"	72
"134064 Rašica"	301
"134065 Rob"	55
"134066 Rupe"	10
"134067 Sekirišèe"	10
"134068 Selo pri Robu"	38
"134069 Sloka Gora"	12
"134070 Srnjak"	7
"134071 Srobotnik pri Vel. Lašèah"	41
"134072 Stope"	48
"134073 Strletje"	49
"134074 Strmec"	5
"134075 Šèurki"	11
"134076 Škamevec"	19
"134077 Škrlovica"	24
"134078 Tomažini"	36
"134079 Turjak"	233
"134080 Ulaka"	56
"134081 Uzmani"	22
"134082 Velika Slevica"	64
"134083 Velike Lašèe"	737
"134084 Veliki Loènik"	155
"134085 Veliki Osolnik"	75
"134086 Vrh"	23
"134087 Zgonèe"	6
"134088 Žaga"	5
"135 VIDEM"	5598
"135001 Barislovci"	114
"135002 Belavšek"	84
"135003 Berinjak"	25
"135006 Dolena"	168
"135007 Dravci"	54
"135008 Dravinjski Vrh"	266
"135010 Gradišèe"	44
"135012 Jurovci"	156
"135014 Lancova vas"	534
"135015 Ljubstava"	80
"135017 Majski Vrh"	98
"135018 Mala Varnica"	113
"135019 Pobrežje"	948
"135021 Popovci"	176
"135022 Repišèe"	139
"135025 Sela"	187
"135026 Skorišnjak"	56
"135027 Sovièe"	124
"135029 Spodnji Leskovec"	111
"135032 Strmec pri Leskovcu"	75
"135033 Šturmovci"	132
"135034 Trdobojci"	83
"135035 Trnovec"	86
"135036 Tržec"	438
"135037 Vareja"	211
"135038 Velika Varnica"	175
"135039 Veliki Okiè"	84
"135040 Videm pri Ptuju"	469
"135042 Zgornja Pristava"	205
"135044 Zgornji Leskovec"	163
"136 VIPAVA"	5891
"136001 Duplje"	258
"136002 Erzelj"	101
"136003 Goèe"	185
"136004 Gradišèe pri Vipavi"	249
"136005 Hrašèe"	80
"136006 Lozice"	179
"136007 Lože"	211
"136008 Manèe"	138
"136009 Nanos"	24
"136010 Orehovica"	173
"136011 Podbreg"	98
"136012 Podgriè"	54
"136013 Podnanos"	369
"136014 Podraga"	318
"136015 Poreèe"	123
"136016 Sanabor"	89
"136017 Slap"	429
"136018 Vipava"	2099
"136019 Vrhpolje"	628
"136020 Zemono"	86
"137 VITANJE"	2238
"137001 Brezen"	198
"137002 Hudinja"	224
"137003 Ljubnica"	305
"137004 Paka"	255
"137005 Vitanjsko Skomarje"	77
"137006 Spodnji Doliè"	169
"137007 Stenica"	162
"137008 Vitanje"	848
"138 VODICE"	5201
"138001 Bukovica pri Vodicah"	426
"138002 Dobruša"	153
"138003 Dornice"	66
"138004 Koseze"	215
"138005 Polje pri Vodicah"	278
"138006 Povodje"	15
"138007 Repnje"	396
"138008 Selo pri Vodicah"	353
"138009 Skaruèna"	313
"138010 Šinkov Turn"	148
"138011 Torovo"	61
"138012 Utik"	519
"138013 Vesca"	97
"138014 Vodice"	1753
"138015 Vojsko"	151
"138016 Zapoge"	257
"139 VOJNIK"	9219
"139001 Arclin"	520
"139002 Beli Potok pri Frankolovem"	40
"139003 Bezenškovo Bukovje"	138
"139004 Bezovica"	34
"139005 Bovše"	145
"139006 Brdce"	53
"139008 Èreškova"	85
"139009 Èrešnjevec"	15
"139010 Èrešnjice"	53
"139012 Dol pod Gojko"	228
"139013 Frankolovo"	284
"139014 Gabrovec pri Dramljah"	35
"139015 Globoèe"	83
"139016 Gradišèe pri Vojniku"	66
"139017 Homec"	97
"139018 Hrastnik"	28
"139019 Hrenova"	179
"139020 Ilovca"	105
"139021 Ivenca"	170
"139022 Jankova"	108
"139023 Kladnart"	3
"139025 Koblek"	38
"139026 Konjsko"	80
"139027 Landek"	66
"139028 Lemberg pri Novi Cerkvi"	179
"139029 Lešje"	75
"139030 Lindek"	98
"139031 Lipa pri Frankolovem"	156
"139034 Male Dole"	257
"139035 Nova Cerkev"	477
"139036 Novake"	100
"139038 Podgorje pod Èerinom"	130
"139039 Polže"	117
"139040 Pristava"	161
"139042 Rakova Steza"	45
"139043 Razdelj"	83
"139044 Razgor"	176
"139045 Razgorce"	11
"139046 Rove"	128
"139047 Selce"	58
"139048 Socka"	377
"139049 Straža pri Dolu"	24
"139050 Straža pri Novi Cerkvi"	41
"139051 Stražica"	198
"139053 Tomaž nad Vojnikom"	82
"139054 Trnovlje pri Socki"	131
"139055 Velika Raven"	40
"139056 Verpete"	151
"139057 Vine"	66
"139059 Višnja vas"	256
"139060 Vizore"	182
"139061 Vojnik"	2562
"139063 Zabukovje"	17
"139065 Zlateèe"	134
"139066 Želèe"	41
"139067 Dedni Vrh pri Vojniku"	13
"140 VRHNIKA"	18151
"140001 Bevke"	1074
"140002 Bistra"	35
"140003 Blatna Brezovica"	369
"140005 Drenov Griè"	1050
"140006 Lesno Brdo"	370
"140009 Mala Ligojna"	211
"140010 Mirke"	119
"140011 Padež"	37
"140012 Podlipa"	646
"140013 Pokojišèe"	48
"140014 Sinja Gorica"	596
"140015 Smreèje"	262
"140016 Stara Vrhnika"	727
"140017 Velika Ligojna"	466
"140018 Verd"	1984
"140019 Vrhnika"	9125
"140020 Zaplana"	146
"140021 Zavrh pri Borovnici"	39
"140022 Jamnik"	35
"140023 Jerinov Griè"	103
"140024 Marinèev Griè"	43
"140025 Trèkov Griè"	75
"140026 Mizni Dol"	280
"140027 Prezid"	138
"140028 Strmica"	173
"141 VUZENICA"	2641
"141001 Dravèe"	132
"141002 Sv. Primož na Pohorju"	342
"141003 Sv. Vid"	410
"141004 Šentjanž nad Dravèami"	246
"141005 Vuzenica"	1511
"142 ZAGORJE OB SAVI"	16470
"142001 Blodnik"	40
"142002 Borje"	52
"142003 Borje pri Mlinšah"	31
"142004 Borovak pri Podkumu"	130
"142005 Brezje"	100
"142006 Breznik"	36
"142007 Briše"	105
"142008 Èemšenik"	217
"142009 Èolnišèe"	280
"142010 Dobrljevo"	93
"142011 Dolenja vas"	455
"142012 Dolgo Brdo pri Mlinšah"	109
"142013 Družina"	1
"142014 Golèe"	40
"142015 Gorenja vas"	53
"142016 Hrastnik pri Trojanah"	70
"142017 Izlake"	1152
"142018 Jablana"	78
"142019 Jarše"	11
"142020 Jelenk"	28
"142021 Jelševica"	2
"142022 Jesenovo"	267
"142023 Kandrše - del"	168
"142024 Kisovec"	1703
"142025 Kolk"	59
"142026 Kolovrat"	158
"142027 Konjšica - del"	0
"142028 Kostrevnica"	82
"142029 Kotredež"	158
"142030 Log pri Mlinšah"	53
"142031 Loke pri Zagorju"	220
"142032 Mali Kum"	24
"142033 Medija"	51
"142034 Mlinše"	248
"142035 Mošenik"	40
"142036 Orehovica"	135
"142037 Osredek"	36
"142038 Padež"	29
"142039 Podkraj pri Zagorju"	54
"142040 Podkum"	238
"142041 Podlipovica"	428
"142042 Polšina"	82
"142043 Potoška vas"	205
"142044 Požarje"	9
"142045 Prapreèe - del"	55
"142046 Ravenska vas"	251
"142047 Ravne pri Mlinšah"	56
"142048 Razbor pri Èemšeniku"	64
"142049 Razpotje"	25
"142050 Rodež"	55
"142051 Rove"	184
"142052 Rovišèe"	42
"142053 Rtièe"	23
"142054 Ržiše"	99
"142055 Selo pri Zagorju"	298
"142056 Senožeti"	38
"142057 Šemnik"	212
"142058 Šentgotard"	76
"142059 Šentlambert"	86
"142060 Šklendrovec"	174
"142061 Tirna"	187
"142062 Vine"	17
"142063 Vrh"	29
"142064 Vrh pri Mlinšah"	27
"142065 Vrhe - del"	29
"142066 Zabava"	44
"142067 Zabreznik"	41
"142068 Zagorje ob Savi"	6037
"142069 Zavine"	73
"142070 Zgornji Prhovec"	79
"142071 Znojile"	116
"142072 Žvarulje"	75
"142073 Vidrga"	116
"142074 Sopota"	56
"142075 Kal"	122
"142076 Špital"	30
"142077 Strahovlje"	53
"142078 Spodnji Šemnik"	71
"143 ZAVRÈ"	1478
"143001 Belski Vrh"	106
"143002 Drenovec"	69
"143003 Gorenjski Vrh"	99
"143004 Gorièak"	162
"143005 Hrastovec"	455
"143006 Korenjak"	104
"143007 Pestike"	133
"143008 Turški Vrh"	283
"143009 Zavrè"	67
"144 ZREÈE"	6653
"144001 Bezovje nad Zreèami"	104
"144002 Boharina"	239
"144003 Bukovlje"	243
"144004 Èrešnova"	79
"144005 Dobrovlje"	386
"144006 Gorenje pri Zreèah"	120
"144007 Graèiè"	71
"144008 Koroška vas na Pohorju"	100
"144009 Križevec"	315
"144010 Loška Gora pri Zreèah"	162
"144011 Osredek pri Zreèah"	111
"144012 Padeški Vrh"	132
"144013 Planina na Pohorju"	203
"144014 Radana vas"	160
"144015 Resnik"	117
"144016 Rogla"	7
"144017 Skomarje"	162
"144018 Stranice"	210
"144019 Zlakova"	172
"144020 Zreèe"	3063
"144021 Spodnje Stranice"	185
"144022 Mala Gora"	34
"144023 Polajna"	65
"144024 Lipa"	58
"144025 Zabork"	51
"144026 Gornja vas"	47
"144027 Èretvež"	57
"146 ŽELEZNIKI"	6672
"146001 Davèa"	300
"146002 Dolenja vas"	480
"146003 Dražgoše"	305
"146004 Golica"	40
"146005 Kališe"	64
"146006 Martinj Vrh"	259
"146007 Ojstri Vrh"	66
"146008 Osojnik"	15
"146009 Podlonk"	151
"146010 Podporezen"	11
"146011 Potok"	79
"146012 Prtovè"	18
"146013 Ravne"	5
"146014 Rudno"	211
"146015 Selca"	692
"146016 Lajše"	120
"146017 Smoleva"	58
"146018 Spodnja Sorica"	106
"146019 Spodnje Danje"	47
"146020 Studeno"	218
"146021 Topolje"	60
"146022 Torka"	6
"146023 Zabrdo"	8
"146024 Zabrekve"	71
"146025 Zala"	0
"146026 Zali Log"	211
"146027 Zgornja Sorica"	161
"146028 Zgornje Danje"	4
"146029 Železniki"	2906
"147 ŽIRI"	5047
"147001 Brekovice"	57
"147002 Breznica pri Žireh"	67
"147003 Goropeke"	72
"147004 Izgorje"	23
"147005 Jarèja Dolina"	70
"147006 Koprivnik"	105
"147007 Ledinica"	67
"147008 Mrzli Vrh"	21
"147009 Opale"	38
"147010 Osojnica"	34
"147011 Podklanec"	17
"147012 Raèeva"	170
"147013 Ravne pri Žireh"	22
"147014 Selo"	253
"147015 Sovra"	14
"147016 Zabrežnik"	28
"147017 Žiri"	3736
"147018 Žirovski Vrh"	253
"148 BENEDIKT"	2728
"148001 Benedikt"	1142
"148002 Drvanja"	171
"148003 Ihova"	275
"148004 Loèki Vrh"	89
"148005 Negovski Vrh"	17
"148006 Obrat"	90
"148007 Spodnja Baèkova"	148
"148008 Spodnja Roèica"	115
"148009 Stara Gora"	19
"148010 Sv. Trije Kralji v Slov. Gor."	271
"148011 Štajngrova"	223
"148012 Trotkova"	88
"148013 Trstenik"	80
"149 BISTRICA OB SOTLI"	1348
"149001 Bistrica ob Sotli"	242
"149002 Èrešnjevec ob Bistrici"	70
"149003 Dekmanca"	109
"149004 Hrastje ob Bistrici"	150
"149005 Križan Vrh"	70
"149006 Kunšperk"	96
"149007 Ples"	82
"149008 Polje pri Bistrici"	73
"149009 Srebrnik"	95
"149010 Trebèe"	241
"149011 Zagaj"	120
"150 BLOKE"	1566
"150001 Andrejèje"	8
"150002 Benete"	16
"150003 Boèkovo"	14
"150004 Fara"	45
"150005 Glina"	35
"150006 Godièevo"	5
"150007 Gradiško"	12
"150008 Hiteno"	15
"150009 Hribarjevo"	20
"150010 Hudi Vrh"	49
"150011 Jeršanovo"	24
"150012 Kramplje"	10
"150013 Lahovo"	7
"150014 Lepi Vrh"	11
"150015 Lovranovo"	28
"150016 Malni"	3
"150017 Metulje"	57
"150018 Mramorovo pri Lužarjih"	2
"150019 Mramorovo pri Pajkovem"	20
"150020 Nemška vas na Blokah"	36
"150021 Nova vas"	281
"150022 Ograda"	2
"150023 Polšeèe"	14
"150024 Radlek"	36
"150025 Ravne na Blokah"	65
"150026 Ravnik"	40
"150027 Rožanèe"	7
"150028 Runarsko"	68
"150029 Sleme"	9
"150030 Strmca"	25
"150031 Studenec na Blokah"	69
"150032 Studeno na Blokah"	44
"150033 Sveta Trojica"	4
"150034 Sveti Duh"	15
"150035 Škrabèe"	19
"150036 Škufèe"	3
"150037 Štorovo"	3
"150038 Topol"	53
"150039 Ulaka"	44
"150040 Velike Bloke"	235
"150041 Veliki Vrh"	47
"150042 Volèje"	37
"150043 Zakraj"	4
"150044 Zales"	8
"150045 Zavrh"	17
"151 BRASLOVÈE"	5819
"151001 Braslovèe"	403
"151002 Dobrovlje"	147
"151003 Glinje"	52
"151004 Gomilsko"	344
"151005 Grajska vas"	351
"151006 Kamenèe"	205
"151007 Letuš"	925
"151008 Male Braslovèe"	296
"151009 Orla vas"	213
"151010 Parižlje"	759
"151011 Podgorje pri Letušu"	71
"151012 Podvrh"	412
"151013 Poljèe"	68
"151014 Preserje"	93
"151015 Rakovlje"	489
"151016 Spodnje Gorèe"	64
"151017 Šentrupert"	152
"151018 Šmatevž"	206
"151019 Topovlje"	110
"151020 Trnava"	325
"151021 Zakl"	47
"151022 Zgornje Gorèe"	87
"152 CANKOVA"	1769
"152001 Cankova"	424
"152002 Domajinci"	199
"152003 Gerlinci"	308
"152004 Gornji Èrnci"	131
"152005 Korovci"	195
"152006 Krašèi"	247
"152007 Skakovci"	208
"152008 Topolovci"	57
"153 CERKVENJAK"	2247
"153001 Andrenci"	175
"153002 Brengova"	376
"153003 Cenkova"	45
"153004 Cerkvenjak"	163
"153005 Cogetinci"	264
"153006 Èagona"	232
"153007 Grabonoški Vrh"	93
"153008 Ivanjski Vrh"	59
"153009 Kadrenci"	109
"153010 Komarnica"	39
"153011 Pešèeni Vrh"	121
"153012 Smolinci"	175
"153013 Stanetinci"	147
"153014 Vanetina"	77
"153015 Župetinci"	172
"154 DOBJE"	970
"154001 Brezje pri Dobjem"	94
"154002 Dobje pri Planini"	123
"154003 Gorica pri Dobjem"	31
"154004 Jezerce pri Dobjem"	61
"154005 Lažiše"	141
"154006 Preseèno"	87
"154007 Ravno"	68
"154008 Repuš"	39
"154009 Slatina pri Dobjem"	55
"154010 Suho"	69
"154011 Škarnice"	100
"154012 Veèje Brdo"	71
"154013 Završe pri Dobjem"	31
"155 DOBRNA"	2313
"155001 Brdce nad Dobrno"	74
"155002 Dobrna"	560
"155003 Klanc"	489
"155004 Loka pri Dobrni"	30
"155005 Lokovina"	338
"155006 Parož"	44
"155007 Pristova"	110
"155008 Strmec nad Dobrno"	123
"155009 Vinska Gorica"	174
"155010 Vrba"	133
"155011 Zavrh nad Dobrno"	238
"156 DOBROVNIK/DOBRONAK"	1258
"156001 Dobrovnik/Dobronak"	913
"156002 Strehovci"	232
"156003 Žitkovci/Zsitkoc"	113
"157 DOLENJSKE TOPLICE"	3618
"157001 Bušinec"	43
"157002 Cerovec"	46
"157003 Dobindol"	122
"157004 Dolenje Gradišèe"	19
"157005 Dolenje Polje"	66
"157006 Dolenje Sušice"	158
"157007 Dolenjske Toplice"	939
"157008 Drenje"	50
"157009 Gabrje pri Soteski"	38
"157010 Gorenje Gradišèe"	87
"157011 Gorenje Polje"	80
"157012 Gorenje Sušice"	129
"157013 Koèevske Poljane"	78
"157014 Loška vas"	72
"157015 Mali Rigelj"	18
"157016 Meniška vas"	353
"157017 Nova Gora"	0
"157018 Obèice"	66
"157019 Obrh"	63
"157020 Podhosta"	177
"157021 Podstenice"	3
"157022 Podturn pri Dol. Toplicah"	343
"157023 Sela pri Dol. Toplicah"	263
"157024 Selišèe"	38
"157025 Soteska"	166
"157026 Stare Žage"	30
"157027 Suhor pri Dol. Toplicah"	69
"157028 Veliki Rigelj"	36
"157029 Verdun pri Uršnih Selih"	66
"158 GRAD"	1985
"158001 Dolnji Slaveèi"	392
"158002 Grad"	593
"158003 Kovaèevci"	78
"158004 Kruplivnik"	175
"158005 Motovilci"	280
"158006 Radovci"	179
"158007 Vidonci"	288
"159 HAJDINA"	4001
"159001 Draženci"	601
"159002 Gereèja vas"	566
"159003 Hajdoše"	683
"159004 Skorba"	417
"159005 Slovenja vas"	590
"159006 Spodnja Hajdina"	289
"159007 Zgornja Hajdina"	855
"160 HOÈE - SLIVNICA"	11981
"160001 Bohova"	290
"160002 Èreta"	359
"160003 Hoèko Pohorje"	478
"160004 Hotinja vas"	1382
"160005 Orehova vas"	435
"160006 Pivola"	763
"160007 Polana"	246
"160008 Radizel"	1876
"160009 Rogoza"	1775
"160010 Slivnica pri Mariboru"	789
"160011 Slivniško Pohorje"	172
"160012 Spodnje Hoèe"	2758
"160013 Zgornje Hoèe"	658
"161 HODOŠ/HODOS"	346
"161001 Hodoš/Hodos"	272
"161002 Krplivnik/Kapornak"	74
"162 HORJUL"	3044
"162001 Horjul"	1429
"162002 Koreno nad Horjulom"	111
"162003 Lesno Brdo"	153
"162004 Ljubgojna"	133
"162005 Podolnica"	218
"162006 Samotorica"	66
"162007 Vrzdenec"	540
"162008 Zaklanec"	205
"162009 Žažar"	189
"163 JEZERSKO"	662
"163001 Spodnje Jezersko"	84
"163002 Zgornje Jezersko"	578
"164 KOMENDA"	6739
"164001 Breg pri Komendi"	184
"164002 Gmajnica"	869
"164003 Gora pri Komendi"	271
"164004 Klanec"	362
"164005 Komenda"	987
"164006 Komendska Dobrava"	61
"164007 Križ"	607
"164008 Mlaka"	302
"164009 Moste"	1529
"164010 Nasovèe"	263
"164011 Podboršt pri Komendi"	272
"164012 Potok pri Komendi"	58
"164013 Suhadole"	819
"164014 Žeje pri Komendi"	155
"164015 Poslovna cona Žeje pri Komendi"	0
"165 KOSTEL"	624
"165001 Ajbelj"	20
"165002 Banja Loka"	38
"165003 Briga"	18
"165004 Brsnik"	4
"165005 Colnarji"	13
"165006 Delaè"	3
"165007 Dolenja Žaga"	0
"165008 Dolenji Potok"	0
"165009 Dren"	20
"165010 Drežnik"	2
"165011 Fara"	41
"165012 Gladloka"	0
"165013 Gorenja Žaga"	11
"165014 Gorenji Potok"	1
"165015 Gotenc"	6
"165016 Grgelj"	1
"165017 Grivac"	20
"165018 Hrib pri Fari"	7
"165019 Jakšièi"	10
"165020 Jesenov Vrt"	6
"165021 Kaptol"	9
"165022 Kostel"	8
"165023 Krkovo nad Faro"	17
"165024 Kuželiè"	0
"165025 Kuželj"	42
"165026 Laze pri Kostelu"	10
"165027 Lipovec pri Kostelu"	1
"165028 Mavrc"	5
"165029 Nova sela"	28
"165030 Oskrt"	12
"165031 Padovo pri Fari"	9
"165032 Petrina"	9
"165033 Pirèe"	32
"165034 Planina"	6
"165035 Poden"	6
"165036 Podstene pri Kostelu"	3
"165037 Potok"	58
"165038 Puc"	0
"165039 Rajšele"	5
"165040 Rake"	5
"165041 Sapnik"	7
"165042 Selo pri Kostelu"	6
"165043 Slavski Laz"	26
"165044 Srednji Potok"	1
"165045 Srobotnik ob Kolpi"	4
"165046 Stelnik"	0
"165047 Stružnica"	2
"165048 Suhor"	2
"165049 Štajer"	6
"165050 Tišenpolj"	3
"165051 Vas"	52
"165052 Vimolj"	3
"165053 Vrh pri Fari"	21
"165054 Zapuže pri Kostelu"	5
"166 KRIŽEVCI"	3536
"166001 Berkovci"	130
"166002 Berkovski Prelogi"	31
"166003 Boreci"	301
"166004 Buèeèovci"	239
"166005 Dobrava"	61
"166006 Gajševci"	40
"166007 Grabe pri Ljutomeru"	127
"166008 Iljaševci"	200
"166009 Kljuèarovci pri Ljutomeru"	325
"166010 Kokorièi"	113
"166011 Križevci pri Ljutomeru"	526
"166012 Logarovci"	251
"166013 Lukavci"	581
"166014 Stara Nova vas"	334
"166015 Vuèja vas"	219
"166016 Zasadi"	58
"167 LOVRENC NA POHORJU"	2951
"167001 Èinžat"	154
"167002 Kumen"	304
"167003 Lovrenc na Pohorju"	1923
"167004 Pušèava"	74
"167005 Rdeèi Breg - del"	231
"167006 Recenjak"	183
"167007 Ruta"	82
"168 MARKOVCI"	4090
"168001 Borovci"	309
"168002 Bukovci"	1018
"168003 Markovci"	514
"168004 Nova vas pri Markovcih"	391
"168005 Prvenci"	251
"168006 Sobetinci"	163
"168007 Stojnci"	842
"168008 Strelci"	111
"168009 Zabovci"	491
"169 MIKLAVŽ NA DRAVSKEM POLJU"	7189
"169001 Dobrovce"	863
"169002 Dravski Dvor"	689
"169003 Miklavž na Dravskem polju"	4479
"169004 Skoke"	1158
"170 MIRNA PEÈ"	3192
"170001 Biška vas"	149
"170002 Èemše"	54
"170003 Dolenja vas pri Mirni Peèi"	122
"170004 Dolenji Globodol"	67
"170005 Dolenji Podboršt"	35
"170006 Globoèdol"	49
"170007 Golobinjek"	155
"170008 Gorenji Globodol"	91
"170009 Gorenji Podboršt"	89
"170010 Goriška vas"	80
"170011 Grè Vrh"	16
"170012 Hmeljèiè"	112
"170013 Hrastje pri Mirni Peèi"	84
"170014 Jablan"	159
"170015 Jelše"	21
"170016 Jordankal"	36
"170017 Malenska vas"	68
"170018 Mali Kal"	68
"170019 Mali Vrh"	48
"170020 Mirna Peè"	1013
"170021 Orkljevec"	40
"170022 Poljane pri Mirni Peèi"	113
"170023 Selo pri Zagorici"	71
"170024 Srednji Globodol"	69
"170025 Šentjurij na Dolenjskem"	98
"170026 Veliki Kal"	124
"170027 Vrhovo pri Mirni Peèi"	79
"170028 Vrhpeè"	82
"171 OPLOTNICA"	4176
"171001 Božje"	127
"171002 Brezje pri Oplotnici"	122
"171003 Èadram"	275
"171004 Dobriška vas"	79
"171005 Dobrova pri Prihovi"	51
"171006 Gorica pri Oplotnici"	241
"171007 Koritno"	199
"171008 Kovaški Vrh"	48
"171009 Laèna Gora"	169
"171010 Malahorna"	284
"171011 Markeèica"	123
"171012 Okoška Gora"	216
"171013 Oplotnica"	1441
"171014 Pobrež"	127
"171015 Prihova"	99
"171016 Raskovec"	71
"171017 Straža pri Oplotnici"	76
"171018 Ugovec"	159
"171019 Zgornje Grušovje"	119
"171020 Zlogona Gora"	94
"171021 Zlogona vas"	56
"172 PODLEHNIK"	1831
"172001 Dežno pri Podlehniku"	101
"172002 Gorca"	133
"172003 Jablovec"	113
"172004 Kozminci"	119
"172005 Ložina"	40
"172006 Podlehnik"	382
"172007 Rodni Vrh"	51
"172008 Sedlašek"	245
"172009 Spodnje Gruškovje"	41
"172010 Stanošina"	182
"172011 Strajna"	102
"172012 Zakl"	197
"172013 Zgornje Gruškovje"	125
"173 POLZELA"	6469
"173001 Andraž nad Polzelo"	784
"173002 Breg pri Polzeli"	1054
"173003 Dobriè"	217
"173004 Loèica ob Savinji"	1037
"173005 Orova vas"	100
"173006 Podvin pri Polzeli"	306
"173007 Polzela"	2462
"173008 Založe"	509
"174 PREBOLD"	5329
"174001 Dolenja vas"	597
"174002 Kaplja vas"	325
"174003 Latkova vas"	1126
"174004 Marija Reka"	297
"174005 Matke"	366
"174006 Prebold"	1711
"174007 Sv. Lovrenc"	410
"174008 Šešèe pri Preboldu"	497
"175 PREVALJE"	6737
"175001 Belšak"	62
"175002 Breznica"	168
"175003 Dolga Brda"	398
"175004 Jamnica"	74
"175005 Kot pri Prevaljah"	111
"175006 Leše"	524
"175007 Lokovica"	130
"175008 Poljana"	106
"175009 Prevalje"	4590
"175010 Suhi Vrh"	95
"175011 Šentanel"	197
"175012 Zagrad"	121
"175013 Stražišèe"	161
"176 RAZKRIŽJE"	1232
"176001 Gibina"	228
"176002 Kopriva"	51
"176003 Razkrižje"	273
"176004 Šafarsko"	277
"176005 Šprinc"	113
"176006 Vešèica"	290
"177 RIBNICA NA POHORJU"	1085
"177001 Hudi Kot"	208
"177002 Josipdol"	282
"177003 Ribnica na Pohorju"	391
"177004 Zgornja Orlica"	81
"177005 Zgornji Janževski Vrh"	23
"177006 Zgornji Lehen na Pohorju"	100
"178 SELNICA OB DRAVI"	4469
"178001 Èrešnjevec ob Dravi"	234
"178002 Fala"	296
"178003 Gradišèe na Kozjaku"	159
"178004 Janževa Gora"	441
"178005 Selnica ob Dravi"	1340
"178006 Spodnja Selnica"	148
